tripduration,starttime,stoptime,start_station_name,end_station_name,usertype,birth_year,gender
1023,2016-04-08T18:05:30,2016-04-08T18:22:33,1 Ave & E 62 St,48 Ave & 5 St,Subscriber,1979,male
1364,2016-09-21T18:26:06,2016-09-21T18:48:50,E 47 St & Park Ave,48 Ave & 5 St,Subscriber,1985,male
834,2018-05-20T17:22:28.862000,2018-05-20T17:36:23.540000,Greenpoint Ave & Manhattan Ave,48 Ave & 5 St,Subscriber,1984,male
751,2018-02-26T07:49:17.581000,2018-02-26T08:01:49.523000,Greenpoint Ave & Manhattan Ave,48 Ave & 5 St,Subscriber,1983,male
1612,2017-09-02T15:29:46,2017-09-02T15:56:39,Greenpoint Ave & Manhattan Ave,48 Ave & 5 St,Customer,1985,male
547,2016-08-18T09:46:46,2016-08-18T09:55:54,Greenpoint Ave & Manhattan Ave,48 Ave & 5 St,Subscriber,1983,male
514,2017-11-28T11:36:29,2017-11-28T11:45:03,Greenpoint Ave & Manhattan Ave,48 Ave & 5 St,Subscriber,1983,male
1134,2017-09-30T13:38:58,2017-09-30T13:57:53,31 Ave & 34 St,48 Ave & 5 St,Customer,1973,male
935,2017-11-27T13:05:15,2017-11-27T13:20:51,Bedford Ave & Nassau Ave,48 Ave & 5 St,Subscriber,1970,male
911,2017-07-16T00:11:36,2017-07-16T00:26:48,Bedford Ave & Nassau Ave,48 Ave & 5 St,Subscriber,1987,male
728,2018-05-08T10:58:43.141000,2018-05-08T11:10:51.552000,31 St & Northern Blvd,48 Ave & 5 St,Subscriber,1958,female
686,2018-05-28T12:22:19.454000,2018-05-28T12:33:45.725000,36 Ave & 10 St,48 Ave & 5 St,Subscriber,1984,male
1179,2018-05-05T15:07:53.401000,2018-05-05T15:27:33.227000,Montrose Ave & Bushwick Ave,48 Ave & 5 St,Subscriber,1986,male
894,2018-04-26T09:42:38.804000,2018-04-26T09:57:33.416000,Eckford St & Engert Ave,48 Ave & 5 St,Subscriber,1970,male
357,2017-09-29T20:10:55,2017-09-29T20:16:53,Vernon Blvd & 41 Rd,48 Ave & 5 St,Subscriber,1983,male
1155,2016-08-04T16:59:38,2016-08-04T17:18:53,W 52 St & 5 Ave,E 2 St & 2 Ave,Subscriber,1983,male
930,2016-09-22T16:44:21,2016-09-22T16:59:52,Liberty St & Broadway,E 2 St & 2 Ave,Subscriber,1970,male
1312,2016-08-19T16:06:55,2016-08-19T16:28:48,W 45 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1986,female
422,2016-09-09T12:45:43,2016-09-09T12:52:46,E 12 St & 3 Ave,E 2 St & 2 Ave,Subscriber,1962,male
808,2016-09-12T19:22:19,2016-09-12T19:35:47,Elizabeth St & Hester St,E 2 St & 2 Ave,Subscriber,1971,male
524,2016-09-11T17:16:44,2016-09-11T17:25:28,Elizabeth St & Hester St,E 2 St & 2 Ave,Subscriber,1990,female
561,2016-07-24T12:58:20,2016-07-24T13:07:41,1 Ave & E 16 St,E 2 St & 2 Ave,Subscriber,1984,male
371,2016-08-06T01:11:27,2016-08-06T01:17:38,1 Ave & E 16 St,E 2 St & 2 Ave,Subscriber,1990,male
1744,2016-09-28T18:53:50,2016-09-28T19:22:55,Broadway & W 53 St,E 2 St & 2 Ave,Subscriber,1957,male
982,2016-07-11T12:47:17,2016-07-11T13:03:39,W 27 St & 7 Ave,E 2 St & 2 Ave,Subscriber,1949,male
919,2016-08-25T20:03:57,2016-08-25T20:19:16,W 27 St & 7 Ave,E 2 St & 2 Ave,Subscriber,1983,male
643,2016-07-21T18:15:33,2016-07-21T18:26:16,E 16 St & Irving Pl,E 2 St & 2 Ave,Subscriber,1961,female
814,2016-09-17T19:40:39,2016-09-17T19:54:14,E 16 St & Irving Pl,E 2 St & 2 Ave,Subscriber,1960,male
1084,2016-08-28T17:38:25,2016-08-28T17:56:30,South End Ave & Liberty St,E 2 St & 2 Ave,Subscriber,1986,male
852,2016-08-09T11:12:53,2016-08-09T11:27:05,W 31 St & 7 Ave,E 2 St & 2 Ave,Subscriber,1969,male
1139,2016-09-04T13:45:14,2016-09-04T14:04:13,W 31 St & 7 Ave,E 2 St & 2 Ave,Subscriber,1983,male
988,2016-09-20T18:36:01,2016-09-20T18:52:29,W 31 St & 7 Ave,E 2 St & 2 Ave,Subscriber,1992,male
1003,2016-09-28T14:47:47,2016-09-28T15:04:30,Duane St & Greenwich St,E 2 St & 2 Ave,Subscriber,1984,female
1091,2016-09-15T15:21:52,2016-09-15T15:40:03,Duane St & Greenwich St,E 2 St & 2 Ave,Subscriber,1984,female
781,2016-08-02T18:44:26,2016-08-02T18:57:28,W 18 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1974,male
597,2016-08-11T20:04:35,2016-08-11T20:14:33,E 31 St & 3 Ave,E 2 St & 2 Ave,Subscriber,1990,male
816,2016-09-15T21:11:36,2016-09-15T21:25:12,Franklin St & W Broadway,E 2 St & 2 Ave,Subscriber,1988,male
1591,2016-08-01T13:41:44,2016-08-01T14:08:15,Clinton St & Joralemon St,E 2 St & 2 Ave,Subscriber,1970,male
1169,2016-09-28T10:22:30,2016-09-28T10:42:00,1 Ave & E 30 St,E 2 St & 2 Ave,Subscriber,1963,female
739,2016-08-18T17:12:55,2016-08-18T17:25:14,1 Ave & E 30 St,E 2 St & 2 Ave,Subscriber,1979,male
92,2016-08-20T17:09:50,2016-08-20T17:11:23,E 2 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1981,male
1145,2016-09-10T18:30:21,2016-09-10T18:49:26,Clark St & Henry St,E 2 St & 2 Ave,Subscriber,1968,male
129,2016-09-30T08:40:37,2016-09-30T08:42:47,St Marks Pl & 2 Ave,E 2 St & 2 Ave,Subscriber,1982,male
208,2016-08-27T18:43:42,2016-08-27T18:47:10,St Marks Pl & 2 Ave,E 2 St & 2 Ave,Subscriber,1985,male
163,2016-07-13T07:42:47,2016-07-13T07:45:31,St Marks Pl & 2 Ave,E 2 St & 2 Ave,Subscriber,1988,male
919,2016-07-15T17:38:38,2016-07-15T17:53:57,E 20 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1982,male
362,2016-09-15T09:26:27,2016-09-15T09:32:30,E 20 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1982,male
567,2016-09-06T22:26:33,2016-09-06T22:36:01,E 20 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1985,female
453,2016-08-22T14:38:30,2016-08-22T14:46:03,E 20 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1985,female
470,2016-08-08T20:13:28,2016-08-08T20:21:18,Cleveland Pl & Spring St,E 2 St & 2 Ave,Subscriber,1974,male
1157,2016-09-08T08:02:23,2016-09-08T08:21:40,W 42 St & Dyer Ave,E 2 St & 2 Ave,Subscriber,1968,male
2236,2016-09-26T13:11:52,2016-09-26T13:49:09,8 Ave & W 31 St,E 2 St & 2 Ave,Subscriber,1945,female
717,2016-07-31T18:12:34,2016-07-31T18:24:32,E 17 St & Broadway,E 2 St & 2 Ave,Subscriber,1991,female
546,2016-09-12T14:35:16,2016-09-12T14:44:23,E 17 St & Broadway,E 2 St & 2 Ave,Subscriber,1959,male
815,2016-07-11T19:23:46,2016-07-11T19:37:22,E 17 St & Broadway,E 2 St & 2 Ave,Subscriber,1986,male
309,2016-08-23T08:34:49,2016-08-23T08:39:58,E 11 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1983,female
1294,2016-08-29T14:50:37,2016-08-29T15:12:12,E 51 St & Lexington Ave,E 2 St & 2 Ave,Subscriber,1988,female
340,2016-09-17T08:27:18,2016-09-17T08:32:58,Avenue D & E 3 St,E 2 St & 2 Ave,Subscriber,1952,male
342,2016-07-23T09:15:44,2016-07-23T09:21:27,Avenue D & E 3 St,E 2 St & 2 Ave,Subscriber,1952,male
265,2016-08-11T18:15:32,2016-08-11T18:19:57,Avenue D & E 3 St,E 2 St & 2 Ave,Subscriber,1992,male
1536,2016-08-25T16:49:00,2016-08-25T17:14:37,W 34 St & 11 Ave,E 2 St & 2 Ave,Subscriber,1975,male
606,2016-09-13T15:35:17,2016-09-13T15:45:24,Madison St & Clinton St,E 2 St & 2 Ave,Subscriber,1964,male
980,2016-09-17T16:23:53,2016-09-17T16:40:14,Stagg St & Union Ave,E 2 St & 2 Ave,Subscriber,1988,male
698,2016-09-21T18:33:41,2016-09-21T18:45:20,E 10 St & Avenue A,E 2 St & 2 Ave,Subscriber,1976,male
675,2016-08-20T08:20:10,2016-08-20T08:31:25,W 13 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1951,female
599,2016-08-14T08:12:52,2016-08-14T08:22:51,W 13 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1951,female
605,2016-09-12T14:05:36,2016-09-12T14:15:42,W 13 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1958,male
776,2016-07-22T11:47:32,2016-07-22T12:00:29,W 13 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1982,female
750,2016-07-12T19:26:38,2016-07-12T19:39:09,W 13 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1981,male
216,2016-09-29T08:49:38,2016-09-29T08:53:14,E 2 St & Avenue B,E 2 St & 2 Ave,Subscriber,1953,male
219,2016-08-28T13:03:23,2016-08-28T13:07:03,E 2 St & Avenue B,E 2 St & 2 Ave,Subscriber,1989,male
1030,2016-09-22T23:00:10,2016-09-22T23:17:21,8 Ave & W 33 St,E 2 St & 2 Ave,Subscriber,1992,male
747,2016-08-05T10:12:21,2016-08-05T10:24:48,8 Ave & W 33 St,E 2 St & 2 Ave,Subscriber,1994,male
1332,2016-07-14T17:57:28,2016-07-14T18:19:41,8 Ave & W 33 St,E 2 St & 2 Ave,Subscriber,1979,male
806,2016-09-15T17:23:50,2016-09-15T17:37:17,E 25 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1984,female
629,2016-08-30T16:54:44,2016-08-30T17:05:13,E 25 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1982,female
1477,2016-08-06T20:34:58,2016-08-06T20:59:35,1 Ave & E 68 St,E 2 St & 2 Ave,Subscriber,1973,male
2976,2016-08-11T17:30:57,2016-08-11T18:20:34,1 Ave & E 68 St,E 2 St & 2 Ave,Subscriber,1981,male
1196,2016-09-18T17:42:58,2016-09-18T18:02:54,1 Ave & E 68 St,E 2 St & 2 Ave,Subscriber,1990,male
317,2016-08-25T06:51:31,2016-08-25T06:56:49,E 2 St & Avenue C,E 2 St & 2 Ave,Subscriber,1959,female
435,2016-08-12T08:33:39,2016-08-12T08:40:55,E 2 St & Avenue C,E 2 St & 2 Ave,Subscriber,1965,male
602,2016-09-14T16:41:46,2016-09-14T16:51:48,E 2 St & Avenue C,E 2 St & 2 Ave,Subscriber,1972,male
314,2016-09-07T23:48:35,2016-09-07T23:53:49,E 2 St & Avenue C,E 2 St & 2 Ave,Subscriber,1990,male
734,2016-09-01T20:23:53,2016-09-01T20:36:08,E 2 St & Avenue C,E 2 St & 2 Ave,Subscriber,1992,male
666,2016-07-17T18:25:28,2016-07-17T18:36:35,Greenwich Ave & Charles St,E 2 St & 2 Ave,Subscriber,1986,male
1656,2016-09-27T13:47:30,2016-09-27T14:15:06,E 33 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1940,male
617,2016-09-17T13:51:56,2016-09-17T14:02:13,E 33 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1982,male
1557,2016-09-24T14:50:30,2016-09-24T15:16:28,N 8 St & Driggs Ave,E 2 St & 2 Ave,Subscriber,1983,male
815,2016-08-17T21:37:03,2016-08-17T21:50:39,E 20 St & FDR Drive,E 2 St & 2 Ave,Subscriber,1994,male
495,2016-08-17T09:57:11,2016-08-17T10:05:27,E 27 St & 1 Ave,E 2 St & 2 Ave,Subscriber,1961,male
1065,2016-08-23T18:02:40,2016-08-23T18:20:25,E 7 St & Avenue A,E 2 St & 2 Ave,Subscriber,1964,male
343,2016-07-29T12:12:02,2016-07-29T12:17:45,E 7 St & Avenue A,E 2 St & 2 Ave,Subscriber,1981,female
549,2016-07-20T11:08:02,2016-07-20T11:17:12,E 7 St & Avenue A,E 2 St & 2 Ave,Subscriber,1984,male
904,2016-08-03T22:35:15,2016-08-03T22:50:20,W 20 St & 7 Ave,E 2 St & 2 Ave,Subscriber,1992,male
608,2016-09-11T18:20:21,2016-09-11T18:30:29,W 20 St & 7 Ave,E 2 St & 2 Ave,Subscriber,1994,male
223,2016-09-13T14:03:22,2016-09-13T14:07:05,Lafayette St & Jersey St,E 2 St & 2 Ave,Subscriber,1972,female
292,2016-09-11T09:17:08,2016-09-11T09:22:00,Lafayette St & Jersey St,E 2 St & 2 Ave,Subscriber,1979,female
210,2016-09-11T11:13:13,2016-09-11T11:16:43,Lafayette St & Jersey St,E 2 St & 2 Ave,Subscriber,1988,male
807,2016-09-28T14:54:04,2016-09-28T15:07:31,Broadway & E 22 St,E 2 St & 2 Ave,Subscriber,1989,female
730,2016-09-14T23:53:59,2016-09-15T00:06:09,W 11 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1979,male
934,2016-09-04T18:19:28,2016-09-04T18:35:03,1 Ave & E 44 St,E 2 St & 2 Ave,Subscriber,1989,male
1090,2016-09-17T01:37:18,2016-09-17T01:55:29,University Pl & E 14 St,E 2 St & 2 Ave,Subscriber,1993,male
795,2016-07-23T14:51:05,2016-07-23T15:04:20,E 25 St & 1 Ave,E 2 St & 2 Ave,Subscriber,1986,female
389,2016-08-10T09:52:47,2016-08-10T09:59:17,Division St & Bowery,E 2 St & 2 Ave,Subscriber,1988,female
1519,2016-09-17T20:58:43,2016-09-17T21:24:02,W 26 St & 8 Ave,E 2 St & 2 Ave,Subscriber,1975,male
504,2016-09-10T16:29:58,2016-09-10T16:38:23,Mercer St & Spring St,E 2 St & 2 Ave,Subscriber,1991,male
490,2016-08-12T22:14:09,2016-08-12T22:22:19,Mercer St & Spring St,E 2 St & 2 Ave,Subscriber,1992,male
905,2016-09-29T13:16:28,2016-09-29T13:31:33,5 Ave & E 29 St,E 2 St & 2 Ave,Subscriber,1989,female
419,2016-08-19T19:43:48,2016-08-19T19:50:48,Howard St & Centre St,E 2 St & 2 Ave,Subscriber,1983,male
445,2016-09-20T19:55:00,2016-09-20T20:02:26,Cooper Square & E 7 St,E 2 St & 2 Ave,Subscriber,1987,male
648,2016-08-22T16:23:03,2016-08-22T16:33:51,Canal St & Rutgers St,E 2 St & 2 Ave,Subscriber,1974,male
930,2016-07-18T18:05:06,2016-07-18T18:20:36,William St & Pine St,E 2 St & 2 Ave,Subscriber,1967,male
783,2016-07-10T16:21:29,2016-07-10T16:34:32,E 39 St & 2 Ave,E 2 St & 2 Ave,Subscriber,1990,male
1042,2016-09-09T17:52:22,2016-09-09T18:09:45,Lexington Ave & E 24 St,E 2 St & 2 Ave,Subscriber,1995,male
172,2016-08-19T17:04:00,2016-08-19T17:06:52,E 3 St & 1 Ave,E 2 St & 2 Ave,Subscriber,1996,female
1107,2016-07-15T16:59:46,2016-07-15T17:18:13,E 48 St & 3 Ave,E 2 St & 2 Ave,Subscriber,1955,male
1004,2016-07-11T17:39:54,2016-07-11T17:56:39,E 48 St & 3 Ave,E 2 St & 2 Ave,Subscriber,1992,male
940,2016-07-12T17:42:08,2016-07-12T17:57:49,E 48 St & 3 Ave,E 2 St & 2 Ave,Subscriber,1992,male
477,2016-08-19T22:28:16,2016-08-19T22:36:14,LaGuardia Pl & W 3 St,E 2 St & 2 Ave,Subscriber,1984,male
295,2016-09-23T18:15:28,2016-09-23T18:20:24,LaGuardia Pl & W 3 St,E 2 St & 2 Ave,Subscriber,1986,male
356,2016-09-30T22:59:48,2016-09-30T23:05:44,LaGuardia Pl & W 3 St,E 2 St & 2 Ave,Subscriber,1987,male
745,2016-09-18T20:49:22,2016-09-18T21:01:48,Front St & Maiden Ln,E 2 St & 2 Ave,Subscriber,1983,female
695,2016-07-12T17:20:32,2016-07-12T17:32:07,Perry St & Bleecker St,E 2 St & 2 Ave,Subscriber,1966,male
422,2016-07-25T13:58:27,2016-07-25T14:05:29,Sullivan St & Washington Sq,E 2 St & 2 Ave,Subscriber,1976,male
307,2016-07-14T16:39:35,2016-07-14T16:44:42,Sullivan St & Washington Sq,E 2 St & 2 Ave,Subscriber,1983,male
1177,2016-09-27T13:49:19,2016-09-27T14:08:56,Greenwich St & Warren St,E 2 St & 2 Ave,Subscriber,1974,male
1319,2016-09-21T16:54:16,2016-09-21T17:16:15,Old Slip & Front St,E 2 St & 2 Ave,Subscriber,1990,female
326,2016-08-01T20:04:56,2016-08-01T20:10:22,E 11 St & Broadway,E 2 St & 2 Ave,Subscriber,1989,male
336,2016-07-15T15:40:06,2016-07-15T15:45:43,Broadway & E 14 St,E 2 St & 2 Ave,Subscriber,1989,male
276,2016-09-08T16:46:03,2016-09-08T16:50:39,Broadway & E 14 St,E 2 St & 2 Ave,Subscriber,1996,male
1396,2016-07-08T19:40:30,2016-07-08T20:03:47,Broadway & W 24 St,E 2 St & 2 Ave,Subscriber,1973,male
1684,2016-07-31T14:04:31,2016-07-31T14:32:36,Broadway & W 24 St,E 2 St & 2 Ave,Subscriber,1976,male
721,2016-08-18T15:51:07,2016-08-18T16:03:09,Broadway & W 24 St,E 2 St & 2 Ave,Subscriber,1986,male
844,2016-09-25T21:16:47,2016-09-25T21:30:51,Washington Pl & 6 Ave,E 2 St & 2 Ave,Subscriber,1987,male
638,2016-09-12T15:05:26,2016-09-12T15:16:04,W 13 St & Hudson St,E 2 St & 2 Ave,Subscriber,1995,female
1846,2016-07-30T14:11:04,2016-07-30T14:41:50,Old Fulton St,E 2 St & 2 Ave,Subscriber,1977,male
1181,2016-09-04T22:37:01,2016-09-04T22:56:43,Broadway & W 32 St,E 2 St & 2 Ave,Subscriber,1996,male
1488,2016-08-22T17:59:55,2016-08-22T18:24:44,Lawrence St & Willoughby St,E 2 St & 2 Ave,Subscriber,1976,male
519,2016-09-09T14:05:32,2016-09-09T14:14:12,Carmine St & 6 Ave,E 2 St & 2 Ave,Subscriber,1965,male
360,2016-09-18T13:04:19,2016-09-18T13:10:20,Carmine St & 6 Ave,E 2 St & 2 Ave,Subscriber,1993,male
409,2016-09-22T15:09:25,2016-09-22T15:16:14,Carmine St & 6 Ave,E 2 St & 2 Ave,Subscriber,1956,male
368,2016-08-20T08:35:42,2016-08-20T08:41:50,Lafayette St & E 8 St,E 2 St & 2 Ave,Subscriber,1991,female
431,2016-09-28T16:27:48,2016-09-28T16:35:00,Mercer St & Bleecker St,E 2 St & 2 Ave,Subscriber,1964,female
434,2016-08-31T20:43:53,2016-08-31T20:51:07,Mercer St & Bleecker St,E 2 St & 2 Ave,Subscriber,1988,female
813,2016-09-07T17:34:55,2016-09-07T17:48:28,Allen St & Hester St,E 2 St & 2 Ave,Subscriber,1981,female
1671,2016-09-22T16:09:00,2016-09-22T16:36:51,Broadway & W 49 St,E 2 St & 2 Ave,Subscriber,1969,male
612,2016-07-15T14:51:31,2016-07-15T15:01:43,E 11 St & 1 Ave,E 2 St & 2 Ave,Subscriber,1983,male
285,2016-07-18T08:34:52,2016-07-18T08:39:38,E 11 St & 1 Ave,E 2 St & 2 Ave,Subscriber,1990,male
449,2016-07-29T23:49:02,2016-07-29T23:56:31,E 11 St & 1 Ave,E 2 St & 2 Ave,Subscriber,1988,female
307,2016-09-13T14:48:25,2016-09-13T14:53:33,E 11 St & 1 Ave,E 2 St & 2 Ave,Subscriber,1986,female
732,2016-08-31T17:19:49,2016-08-31T17:32:02,E 16 St & 5 Ave,E 2 St & 2 Ave,Subscriber,1988,male
1334,2016-09-25T14:47:08,2016-09-25T15:09:23,FDR Drive & E 35 St,E 2 St & 2 Ave,Subscriber,1978,male
283,2016-08-27T17:07:48,2016-08-27T17:12:32,E 6 St & Avenue B,E 2 St & 2 Ave,Subscriber,1989,male
554,2016-08-25T18:20:24,2016-08-25T18:29:39,6 Ave & Canal St,E 2 St & 2 Ave,Subscriber,1984,unknown
572,2016-08-23T13:32:10,2016-08-23T13:41:43,W 13 St & 5 Ave,E 2 St & 2 Ave,Subscriber,1973,male
547,2016-08-05T15:44:33,2016-08-05T15:53:41,MacDougal St & Prince St,E 2 St & 2 Ave,Subscriber,1968,female
229,2016-09-28T07:08:36,2016-09-28T07:12:25,E 5 St & Avenue C,E 2 St & 2 Ave,Subscriber,1991,male
341,2016-09-27T08:03:54,2016-09-27T08:09:35,E 5 St & Avenue C,E 2 St & 2 Ave,Subscriber,1992,male
788,2016-08-04T13:25:31,2016-08-04T13:38:39,Bank St & Hudson St,E 2 St & 2 Ave,Subscriber,1988,female
676,2016-09-14T06:30:55,2016-09-14T06:42:11,W 21 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1990,male
546,2016-09-17T00:06:30,2016-09-17T00:15:37,W 21 St & 6 Ave,E 2 St & 2 Ave,Subscriber,1987,male
948,2016-08-25T18:39:36,2016-08-25T18:55:25,W 33 St & 7 Ave,E 2 St & 2 Ave,Subscriber,1970,male
239,2017-04-27T15:12:54,2017-04-27T15:16:54,W 52 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1964,male
247,2017-04-05T14:46:33,2017-04-05T14:50:41,W 52 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1985,male
2023,2018-05-15T08:39:13.215000,2018-05-15T09:12:57.030000,Liberty St & Broadway,E 53 St & 3 Ave,Subscriber,1966,male
1695,2017-07-19T07:34:13,2017-07-19T08:02:29,Barrow St & Hudson St,E 53 St & 3 Ave,Subscriber,1988,male
2402,2017-06-16T14:58:41,2017-06-16T15:38:44,W 20 St & 8 Ave,E 53 St & 3 Ave,Subscriber,1985,male
1205,2018-05-24T07:12:42.040000,2018-05-24T07:32:47.624000,1 Ave & E 16 St,E 53 St & 3 Ave,Subscriber,1993,female
537,2017-12-02T20:35:53,2017-12-02T20:44:50,Broadway & W 53 St,E 53 St & 3 Ave,Subscriber,1990,female
429,2017-07-05T08:04:23,2017-07-05T08:11:32,Broadway & W 53 St,E 53 St & 3 Ave,Subscriber,1992,male
516,2018-05-24T14:40:33.843000,2018-05-24T14:49:10.721000,Broadway & W 53 St,E 53 St & 3 Ave,Subscriber,1991,male
198,2018-04-19T09:48:34.769000,2018-04-19T09:51:53.051000,E 58 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1969,male
944,2017-07-13T14:49:46,2017-07-13T15:05:31,W 27 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1963,male
1135,2017-11-21T07:43:34,2017-11-21T08:02:29,W 27 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1987,female
306,2017-11-09T17:41:15,2017-11-09T17:46:21,W 52 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1966,female
363,2017-10-03T08:27:02,2017-10-03T08:33:05,W 52 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1955,male
445,2017-04-27T11:57:16,2017-04-27T12:04:41,W 52 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1966,male
365,2018-03-15T14:49:21.619000,2018-03-15T14:55:27.279000,W 52 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1973,male
300,2018-05-03T16:23:28.419000,2018-05-03T16:28:29.165000,W 52 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1974,male
392,2017-08-18T17:59:35,2017-08-18T18:06:07,W 52 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1980,male
333,2018-05-18T11:44:50.049000,2018-05-18T11:50:23.567000,W 52 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1988,male
444,2017-10-26T20:43:35,2017-10-26T20:50:59,W 52 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1994,female
802,2017-08-12T10:24:12,2017-08-12T10:37:35,W 43 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1992,female
724,2017-09-12T13:25:57,2017-09-12T13:38:02,E 76 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1989,male
776,2018-04-23T08:17:21.319000,2018-04-23T08:30:18.036000,E 19 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1985,female
745,2017-07-17T08:37:52,2017-07-17T08:50:18,E 19 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1989,male
1697,2017-11-10T08:41:01,2017-11-10T09:09:19,Central Park West & W 100 St,E 53 St & 3 Ave,Subscriber,1981,male
942,2017-09-25T07:52:43,2017-09-25T08:08:26,E 93 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1979,male
1628,2018-04-11T08:06:42.643000,2018-04-11T08:33:51.019000,Jay St & Tech Pl,E 53 St & 3 Ave,Subscriber,1967,female
785,2017-10-13T09:14:50,2017-10-13T09:27:55,W 52 St & 9 Ave,E 53 St & 3 Ave,Subscriber,1980,male
789,2017-10-20T14:43:25,2017-10-20T14:56:35,W 52 St & 9 Ave,E 53 St & 3 Ave,Subscriber,1975,male
554,2017-04-13T07:48:59,2017-04-13T07:58:13,W 52 St & 9 Ave,E 53 St & 3 Ave,Subscriber,1985,male
490,2017-06-24T23:17:07,2017-06-24T23:25:18,W 52 St & 9 Ave,E 53 St & 3 Ave,Subscriber,1991,female
1479,2017-10-02T08:05:12,2017-10-02T08:29:51,31 St & Broadway,E 53 St & 3 Ave,Subscriber,1960,male
345,2017-11-20T16:13:56,2017-11-20T16:19:42,E 60 St & York Ave,E 53 St & 3 Ave,Subscriber,1966,male
309,2018-01-19T14:14:20.820000,2018-01-19T14:19:30.099000,E 60 St & York Ave,E 53 St & 3 Ave,Subscriber,1966,male
347,2017-10-18T10:12:03,2017-10-18T10:17:50,E 60 St & York Ave,E 53 St & 3 Ave,Subscriber,1971,male
1485,2017-09-18T17:50:01,2017-09-18T18:14:47,W 31 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1983,male
1064,2017-06-13T15:49:40,2017-06-13T16:07:24,W 31 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1963,female
773,2017-08-17T08:10:48,2017-08-17T08:23:41,E 89 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1989,male
936,2018-05-15T08:16:48.452000,2018-05-15T08:32:24.828000,E 89 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1989,male
398,2017-08-12T14:18:40,2017-08-12T14:25:18,E 31 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1964,female
711,2018-05-05T12:10:12.122000,2018-05-05T12:22:03.865000,E 31 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1994,female
344,2017-07-12T22:24:57,2017-07-12T22:30:41,E 31 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1993,male
338,2017-08-14T19:07:04,2017-08-14T19:12:43,E 31 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1995,male
552,2017-10-15T14:53:37,2017-10-15T15:02:49,E 31 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1991,male
465,2017-05-30T19:40:49,2017-05-30T19:48:34,E 31 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1992,male
2248,2017-09-29T18:01:48,2017-09-29T18:39:17,Franklin St & W Broadway,E 53 St & 3 Ave,Subscriber,1982,male
509,2017-11-16T10:26:46,2017-11-16T10:35:15,1 Ave & E 30 St,E 53 St & 3 Ave,Subscriber,1991,male
768,2017-05-23T08:57:17,2017-05-23T09:10:06,1 Ave & E 30 St,E 53 St & 3 Ave,Subscriber,1990,female
403,2018-04-12T19:08:09.300000,2018-04-12T19:14:53.199000,Grand Army Plaza & Central Park S,E 53 St & 3 Ave,Subscriber,1975,male
415,2018-02-19T14:07:36.262000,2018-02-19T14:14:31.292000,Grand Army Plaza & Central Park S,E 53 St & 3 Ave,Subscriber,1991,male
635,2018-03-19T08:35:33.701000,2018-03-19T08:46:09.460000,Broadway & W 41 St,E 53 St & 3 Ave,Subscriber,1975,male
