tripduration,starttime,stoptime,start_station_name,end_station_name,usertype,birth_year,gender
537,2017-12-07T08:45:47,2017-12-07T08:54:45,Broadway & W 41 St,E 53 St & 3 Ave,Subscriber,1983,male
947,2018-03-29T08:25:57.109000,2018-03-29T08:41:44.719000,E 23 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1960,female
951,2017-06-08T08:20:17,2017-06-08T08:36:08,E 23 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1960,female
842,2017-10-09T08:47:30,2017-10-09T09:01:32,E 23 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1968,female
773,2017-12-06T16:14:29,2017-12-06T16:27:23,E 23 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1974,female
727,2018-03-05T07:01:21.020000,2018-03-05T07:13:28.603000,E 23 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1983,male
313,2017-11-06T06:54:18,2017-11-06T06:59:32,3 Ave & E 62 St,E 53 St & 3 Ave,Subscriber,1994,male
625,2018-02-14T18:49:46.427000,2018-02-14T19:00:11.753000,9 Ave & W 45 St,E 53 St & 3 Ave,Subscriber,1971,male
656,2017-09-13T07:45:51,2017-09-13T07:56:48,9 Ave & W 45 St,E 53 St & 3 Ave,Subscriber,1979,male
2419,2018-04-12T20:06:45.837000,2018-04-12T20:47:05.574000,9 Ave & W 45 St,E 53 St & 3 Ave,Subscriber,1992,male
551,2017-08-22T10:17:28,2017-08-22T10:26:39,E 71 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1969,male
1221,2017-11-06T19:05:30,2017-11-06T19:25:51,8 Ave & W 16 St,E 53 St & 3 Ave,Subscriber,1977,female
660,2018-01-24T07:52:39.866000,2018-01-24T08:03:40.300000,E 84 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1987,male
703,2017-07-30T13:38:35,2017-07-30T13:50:19,E 20 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1977,male
1222,2018-03-13T16:26:28.089000,2018-03-13T16:46:50.101000,E 20 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1970,male
598,2017-05-30T08:23:16,2017-05-30T08:33:14,E 20 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1977,female
1323,2017-07-25T09:38:35,2017-07-25T10:00:39,Cleveland Pl & Spring St,E 53 St & 3 Ave,Subscriber,1994,male
1222,2017-12-07T10:56:03,2017-12-07T11:16:25,11 Ave & W 27 St,E 53 St & 3 Ave,Subscriber,1961,male
736,2018-05-07T06:38:43.805000,2018-05-07T06:50:59.915000,W 42 St & Dyer Ave,E 53 St & 3 Ave,Subscriber,1962,male
815,2018-05-15T06:32:31.924000,2018-05-15T06:46:07.440000,W 42 St & Dyer Ave,E 53 St & 3 Ave,Subscriber,1970,male
714,2018-05-25T06:34:11.866000,2018-05-25T06:46:06.452000,W 42 St & Dyer Ave,E 53 St & 3 Ave,Subscriber,1980,male
917,2018-05-08T12:37:27.726000,2018-05-08T12:52:45.534000,W 42 St & Dyer Ave,E 53 St & 3 Ave,Subscriber,1995,male
199,2017-08-25T13:27:56,2017-08-25T13:31:15,E 51 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1957,male
144,2017-06-23T13:47:59,2017-06-23T13:50:23,E 51 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1969,male
209,2017-10-21T19:47:44,2017-10-21T19:51:14,E 51 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1974,male
355,2017-10-25T13:40:45,2017-10-25T13:46:41,E 51 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1989,male
122,2018-02-12T17:15:51.798000,2018-02-12T17:17:54.500000,E 51 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1985,male
176,2017-08-21T10:22:37,2017-08-21T10:25:33,E 51 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1985,male
508,2018-05-21T07:45:13.031000,2018-05-21T07:53:41.567000,E 51 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1990,male
144,2017-07-13T08:41:37,2017-07-13T08:44:02,E 51 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1993,male
751,2017-11-27T18:28:06,2017-11-27T18:40:38,E 24 St & Park Ave S,E 53 St & 3 Ave,Subscriber,1986,male
502,2018-02-03T09:13:45.354000,2018-02-03T09:22:08.321000,W 54 St & 9 Ave,E 53 St & 3 Ave,Subscriber,1967,male
768,2017-12-23T15:50:20,2017-12-23T16:03:08,W 54 St & 9 Ave,E 53 St & 3 Ave,Subscriber,1982,male
413,2017-12-13T18:07:40,2017-12-13T18:14:33,W 44 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1982,male
412,2017-09-18T08:08:32,2017-09-18T08:15:24,W 44 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1979,male
1158,2018-02-16T18:22:27.143000,2018-02-16T18:41:45.157000,8 Ave & W 31 St,E 53 St & 3 Ave,Subscriber,1975,male
865,2017-08-01T23:48:21,2017-08-02T00:02:46,8 Ave & W 31 St,E 53 St & 3 Ave,Subscriber,1990,female
1245,2017-07-25T12:02:55,2017-07-25T12:23:40,E 39 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1960,male
716,2017-06-10T13:45:54,2017-06-10T13:57:51,E 39 St & 3 Ave,E 53 St & 3 Ave,Customer,1966,male
418,2017-04-20T13:16:03,2017-04-20T13:23:02,E 39 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1977,male
363,2017-09-01T08:46:53,2017-09-01T08:52:57,E 39 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1984,male
275,2018-03-03T12:15:57.968000,2018-03-03T12:20:33.289000,E 39 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1985,male
384,2018-05-29T11:49:42.194000,2018-05-29T11:56:06.656000,E 39 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1987,male
1110,2017-12-07T14:18:04,2017-12-07T14:36:34,E 11 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1956,male
1209,2017-12-14T08:22:55,2017-12-14T08:43:04,E 11 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1963,male
205,2018-04-19T16:11:34.512000,2018-04-19T16:14:59.608000,E 51 St & Lexington Ave,E 53 St & 3 Ave,Subscriber,1971,male
274,2018-04-19T12:52:22.714000,2018-04-19T12:56:56.715000,E 51 St & Lexington Ave,E 53 St & 3 Ave,Subscriber,1971,male
128,2017-06-22T08:11:31,2017-06-22T08:13:39,E 51 St & Lexington Ave,E 53 St & 3 Ave,Subscriber,1975,male
770,2017-06-27T11:42:05,2017-06-27T11:54:56,E 51 St & Lexington Ave,E 53 St & 3 Ave,Subscriber,1994,female
444,2017-12-22T20:27:04,2017-12-22T20:34:28,Central Park S & 6 Ave,E 53 St & 3 Ave,Subscriber,1982,male
1003,2018-04-07T12:11:30.757000,2018-04-07T12:28:14.464000,W 78 St & Broadway,E 53 St & 3 Ave,Subscriber,1967,male
1209,2017-12-03T08:26:28,2017-12-03T08:46:37,W 78 St & Broadway,E 53 St & 3 Ave,Customer,1978,male
1076,2017-10-26T08:47:33,2017-10-26T09:05:29,W 84 St & Broadway,E 53 St & 3 Ave,Subscriber,1985,male
1553,2018-04-22T15:09:22.811000,2018-04-22T15:35:16.454000,W 76 St & Columbus Ave,E 53 St & 3 Ave,Subscriber,1979,male
491,2017-06-13T16:35:00,2017-06-13T16:43:12,E 40 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1985,female
552,2017-06-30T10:51:01,2017-06-30T11:00:14,E 40 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1990,male
1266,2017-10-23T08:33:32,2017-10-23T08:54:39,Columbus Ave & W 72 St,E 53 St & 3 Ave,Subscriber,1985,male
995,2018-05-09T09:40:28.575000,2018-05-09T09:57:04.455000,Columbus Ave & W 72 St,E 53 St & 3 Ave,Customer,1986,female
2070,2017-10-22T19:00:07,2017-10-22T19:34:38,Madison St & Clinton St,E 53 St & 3 Ave,Subscriber,1988,male
285,2017-08-19T21:32:41,2017-08-19T21:37:27,E 44 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1988,male
531,2017-08-15T18:14:49,2017-08-15T18:23:41,E 44 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1986,male
340,2017-09-13T16:43:01,2017-09-13T16:48:42,E 48 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1973,male
250,2017-07-06T12:41:59,2017-07-06T12:46:10,E 48 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1976,male
246,2017-04-24T16:04:24,2017-04-24T16:08:30,E 48 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1985,male
618,2017-10-19T14:42:23,2017-10-19T14:52:41,E 48 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1991,male
525,2017-09-18T17:54:45,2017-09-18T18:03:30,E 48 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1995,male
366,2017-11-03T12:51:56,2017-11-03T12:58:02,E 48 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1995,male
427,2017-04-21T14:02:16,2017-04-21T14:09:24,E 48 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1995,male
694,2017-04-07T09:32:46,2017-04-07T09:44:21,E 72 St & York Ave,E 53 St & 3 Ave,Subscriber,1957,male
512,2018-03-27T16:49:58.535000,2018-03-27T16:58:31.267000,E 72 St & York Ave,E 53 St & 3 Ave,Subscriber,1970,male
572,2017-07-03T21:04:48,2017-07-03T21:14:20,W 59 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1995,male
1286,2017-12-15T07:47:38,2017-12-15T08:09:05,E 10 St & Avenue A,E 53 St & 3 Ave,Subscriber,1963,male
1509,2017-06-01T00:03:25,2017-06-01T00:28:35,E 10 St & Avenue A,E 53 St & 3 Ave,Subscriber,1980,male
847,2017-08-19T17:16:36,2017-08-19T17:30:44,E 95 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1960,male
790,2017-08-03T13:10:07,2017-08-03T13:23:18,W 37 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1986,female
1604,2017-11-12T19:54:26,2017-11-12T20:21:10,W 37 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1993,male
681,2018-02-08T18:59:21.186000,2018-02-08T19:10:42.968000,W 53 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1985,male
673,2018-05-10T19:39:07.026000,2018-05-10T19:50:20.052000,W 53 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1985,male
555,2018-05-31T06:12:37.168000,2018-05-31T06:21:52.664000,W 53 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1988,male
626,2017-11-01T19:19:52,2017-11-01T19:30:18,W 53 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1985,male
1541,2017-04-24T11:26:23,2017-04-24T11:52:05,Christopher St & Greenwich St,E 53 St & 3 Ave,Subscriber,1988,male
1852,2018-01-09T09:31:20.269000,2018-01-09T10:02:12.672000,Christopher St & Greenwich St,E 53 St & 3 Ave,Subscriber,1988,male
1299,2018-04-24T08:15:29.534000,2018-04-24T08:37:08.744000,Christopher St & Greenwich St,E 53 St & 3 Ave,Subscriber,1988,male
1571,2017-08-09T07:32:03,2017-08-09T07:58:15,Christopher St & Greenwich St,E 53 St & 3 Ave,Subscriber,1988,male
718,2017-10-06T08:34:38,2017-10-06T08:46:37,Broadway & W 36 St,E 53 St & 3 Ave,Subscriber,1961,male
756,2018-04-12T18:39:36.289000,2018-04-12T18:52:13.125000,Broadway & W 36 St,E 53 St & 3 Ave,Subscriber,1963,male
1103,2017-09-21T13:41:07,2017-09-21T13:59:31,Broadway & W 36 St,E 53 St & 3 Ave,Subscriber,1976,female
722,2018-05-29T08:42:43.045000,2018-05-29T08:54:45.256000,Broadway & W 36 St,E 53 St & 3 Ave,Subscriber,1990,male
778,2018-04-11T08:03:10.190000,2018-04-11T08:16:09.078000,E 85 St & York Ave,E 53 St & 3 Ave,Subscriber,1980,male
1218,2017-04-28T07:53:09,2017-04-28T08:13:27,W 70 St & Amsterdam Ave,E 53 St & 3 Ave,Subscriber,1982,male
1581,2018-05-07T06:47:32.195000,2018-05-07T07:13:53.890000,South St & Gouverneur Ln,E 53 St & 3 Ave,Subscriber,1969,male
397,2017-11-10T14:00:27,2017-11-10T14:07:04,Broadway & W 56 St,E 53 St & 3 Ave,Subscriber,1978,male
449,2017-11-16T09:30:05,2017-11-16T09:37:35,Broadway & W 56 St,E 53 St & 3 Ave,Subscriber,1987,unknown
785,2017-09-14T08:51:05,2017-09-14T09:04:11,Broadway & W 56 St,E 53 St & 3 Ave,Subscriber,1988,male
548,2018-03-03T17:41:19.332000,2018-03-03T17:50:28.104000,Broadway & W 56 St,E 53 St & 3 Ave,Subscriber,1991,female
412,2017-09-07T11:30:11,2017-09-07T11:37:04,Broadway & W 58 St,E 53 St & 3 Ave,Subscriber,1966,male
649,2018-04-20T08:02:25.770000,2018-04-20T08:13:15.461000,Broadway & W 58 St,E 53 St & 3 Ave,Subscriber,1981,male
399,2018-05-10T06:40:06.204000,2018-05-10T06:46:45.273000,Broadway & W 58 St,E 53 St & 3 Ave,Subscriber,1984,male
488,2017-07-06T09:27:33,2017-07-06T09:35:42,Broadway & W 58 St,E 53 St & 3 Ave,Subscriber,1984,male
603,2017-10-05T08:27:44,2017-10-05T08:37:48,Broadway & W 58 St,E 53 St & 3 Ave,Subscriber,1986,male
534,2017-12-29T15:21:07,2017-12-29T15:30:01,Broadway & W 58 St,E 53 St & 3 Ave,Subscriber,1991,male
478,2018-05-01T06:42:12.588000,2018-05-01T06:50:11.247000,Broadway & W 58 St,E 53 St & 3 Ave,Subscriber,1995,male
1467,2018-05-30T16:46:09.540000,2018-05-30T17:10:37.405000,E 103 St & Lexington Ave,E 53 St & 3 Ave,Subscriber,1984,male
1245,2017-08-01T20:27:44,2017-08-01T20:48:30,8 Ave & W 33 St,E 53 St & 3 Ave,Subscriber,1966,male
905,2018-02-27T07:52:59.672000,2018-02-27T08:08:05.384000,8 Ave & W 33 St,E 53 St & 3 Ave,Subscriber,1990,male
751,2017-10-16T07:56:06,2017-10-16T08:08:37,8 Ave & W 33 St,E 53 St & 3 Ave,Subscriber,1981,male
1201,2017-09-16T16:14:14,2017-09-16T16:34:15,8 Ave & W 33 St,E 53 St & 3 Ave,Subscriber,1987,female
797,2017-10-15T10:31:33,2017-10-15T10:44:50,8 Ave & W 33 St,E 53 St & 3 Ave,Subscriber,1987,male
733,2017-06-26T18:14:54,2017-06-26T18:27:07,E 25 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1957,male
793,2017-12-14T09:37:24,2017-12-14T09:50:37,E 25 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1965,male
920,2017-06-26T23:05:28,2017-06-26T23:20:48,E 25 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1974,female
606,2017-12-08T08:56:37,2017-12-08T09:06:44,E 25 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1984,male
1225,2017-07-05T12:36:54,2017-07-05T12:57:20,E 25 St & 2 Ave,E 53 St & 3 Ave,Customer,1984,male
959,2017-09-16T13:18:23,2017-09-16T13:34:23,E 25 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1993,female
649,2017-10-12T06:52:28,2017-10-12T07:03:17,E 25 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1991,male
442,2017-07-12T09:49:32,2017-07-12T09:56:54,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1966,female
701,2018-05-21T10:29:57.714000,2018-05-21T10:41:39.639000,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1970,male
824,2017-09-23T12:44:35,2017-09-23T12:58:19,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1971,male
559,2017-09-27T16:08:05,2017-09-27T16:17:25,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1973,male
406,2018-04-04T17:23:43.966000,2018-04-04T17:30:30.521000,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1977,male
525,2017-09-27T22:19:11,2017-09-27T22:27:57,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1977,male
484,2018-05-20T12:29:35.699000,2018-05-20T12:37:40.193000,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1983,male
381,2018-04-27T09:46:30.221000,2018-04-27T09:52:51.451000,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1985,male
460,2017-04-17T14:16:56,2017-04-17T14:24:36,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1984,male
539,2017-09-29T17:35:46,2017-09-29T17:44:46,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1992,male
420,2018-05-01T08:22:13.564000,2018-05-01T08:29:13.724000,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1991,male
401,2017-08-10T11:45:39,2017-08-10T11:52:21,1 Ave & E 68 St,E 53 St & 3 Ave,Subscriber,1992,male
690,2017-09-07T19:09:14,2017-09-07T19:20:45,Central Park West & W 68 St,E 53 St & 3 Ave,Subscriber,1958,male
733,2018-04-24T11:47:30.318000,2018-04-24T11:59:43.887000,Central Park West & W 68 St,E 53 St & 3 Ave,Subscriber,1975,male
573,2017-06-26T10:12:44,2017-06-26T10:22:17,Central Park West & W 68 St,E 53 St & 3 Ave,Subscriber,1978,male
1301,2017-10-19T17:34:07,2017-10-19T17:55:49,W 84 St & Columbus Ave,E 53 St & 3 Ave,Subscriber,1953,male
1127,2017-12-10T13:56:04,2017-12-10T14:14:52,W 84 St & Columbus Ave,E 53 St & 3 Ave,Subscriber,1986,male
1255,2017-04-27T21:34:50,2017-04-27T21:55:46,W 16 St & The High Line,E 53 St & 3 Ave,Subscriber,1990,female
864,2017-06-08T08:01:19,2017-06-08T08:15:44,W 25 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1992,female
2116,2017-10-21T18:28:48,2017-10-21T19:04:05,Queens Plaza North & Crescent St,E 53 St & 3 Ave,Subscriber,1976,female
579,2017-09-17T22:41:13,2017-09-17T22:50:53,W 63 St & Broadway,E 53 St & 3 Ave,Subscriber,1972,male
992,2017-04-06T09:56:31,2017-04-06T10:13:04,1 Ave & E 18 St,E 53 St & 3 Ave,Subscriber,1982,male
845,2018-03-15T09:03:22.534000,2018-03-15T09:17:27.704000,1 Ave & E 18 St,E 53 St & 3 Ave,Subscriber,1983,male
990,2018-01-26T09:24:08.061000,2018-01-26T09:40:38.935000,1 Ave & E 18 St,E 53 St & 3 Ave,Subscriber,1994,male
582,2017-10-20T08:38:16,2017-10-20T08:47:58,E 33 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1987,female
530,2017-11-21T08:50:35,2017-11-21T08:59:26,E 33 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1987,female
552,2018-04-23T12:20:48.704000,2018-04-23T12:30:00.832000,E 33 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1991,male
519,2017-05-30T08:55:20,2017-05-30T09:03:59,E 33 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1991,male
552,2017-08-16T08:23:05,2017-08-16T08:32:17,E 33 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1974,female
1748,2017-10-26T08:09:23,2017-10-26T08:38:31,Warren St & Church St,E 53 St & 3 Ave,Subscriber,1993,male
1684,2018-04-12T08:28:25.332000,2018-04-12T08:56:29.745000,34 Ave & 38 St,E 53 St & 3 Ave,Customer,1969,unknown
189,2017-11-05T14:11:40,2017-11-05T14:14:49,E 55 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1994,female
870,2018-01-31T07:47:56.550000,2018-01-31T08:02:27.337000,E 20 St & FDR Drive,E 53 St & 3 Ave,Subscriber,1994,male
659,2017-07-10T07:07:10,2017-07-10T07:18:10,E 27 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1991,male
622,2017-10-16T08:38:55,2017-10-16T08:49:18,E 27 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1989,male
1101,2017-07-11T08:33:33,2017-07-11T08:51:55,W 67 St & Broadway,E 53 St & 3 Ave,Subscriber,1988,female
319,2017-11-21T19:04:31,2017-11-21T19:09:50,Pershing Square North,E 53 St & 3 Ave,Subscriber,1981,male
343,2018-04-29T18:47:17.481000,2018-04-29T18:53:00.906000,Pershing Square North,E 53 St & 3 Ave,Subscriber,1995,female
495,2017-09-08T14:53:16,2017-09-08T15:01:32,Pershing Square North,E 53 St & 3 Ave,Subscriber,1981,male
288,2018-03-28T11:53:41.329000,2018-03-28T11:58:29.792000,Pershing Square North,E 53 St & 3 Ave,Subscriber,1977,male
523,2017-08-01T17:11:31,2017-08-01T17:20:15,Pershing Square North,E 53 St & 3 Ave,Subscriber,1993,male
342,2017-09-14T15:14:13,2017-09-14T15:19:56,Pershing Square North,E 53 St & 3 Ave,Subscriber,1987,male
324,2018-03-18T14:57:15.507000,2018-03-18T15:02:40.462000,Pershing Square North,E 53 St & 3 Ave,Subscriber,1990,male
1342,2017-07-06T08:24:58,2017-07-06T08:47:20,E 7 St & Avenue A,E 53 St & 3 Ave,Subscriber,1963,male
737,2018-04-25T09:18:41.475000,2018-04-25T09:30:59.223000,E 76 St & Park Ave,E 53 St & 3 Ave,Subscriber,1969,male
1408,2017-06-04T11:18:55,2017-06-04T11:42:24,Central Park North & Adam Clayton Powell Blvd,E 53 St & 3 Ave,Subscriber,1963,male
1105,2018-03-30T09:01:22.444000,2018-03-30T09:19:47.544000,44 Dr & Jackson Ave,E 53 St & 3 Ave,Subscriber,1985,male
788,2017-09-12T04:53:51,2017-09-12T05:06:59,Broadway & E 22 St,E 53 St & 3 Ave,Subscriber,1967,male
1033,2017-07-06T13:26:25,2017-07-06T13:43:39,Broadway & E 22 St,E 53 St & 3 Ave,Subscriber,1980,female
2325,2018-05-15T07:58:43.034000,2018-05-15T08:37:28.172000,Hicks St & Montague St,E 53 St & 3 Ave,Subscriber,1986,male
851,2018-03-10T07:52:10.128000,2018-03-10T08:06:21.708000,2 Ave & E 104 St,E 53 St & 3 Ave,Subscriber,1975,male
965,2017-06-06T17:56:41,2017-06-06T18:12:46,2 Ave  & E 104 St,E 53 St & 3 Ave,Subscriber,1989,male
854,2017-12-12T08:50:57,2017-12-12T09:05:11,Broadway & W 29 St,E 53 St & 3 Ave,Subscriber,1958,male
12367,2017-06-15T07:56:27,2017-06-15T11:22:35,1 Ave & E 44 St,E 53 St & 3 Ave,Subscriber,1960,male
312,2017-12-14T16:17:21,2017-12-14T16:22:33,1 Ave & E 44 St,E 53 St & 3 Ave,Subscriber,1970,male
411,2017-08-02T15:15:28,2017-08-02T15:22:19,1 Ave & E 44 St,E 53 St & 3 Ave,Subscriber,1982,female
437,2017-07-26T20:18:04,2017-07-26T20:25:21,1 Ave & E 44 St,E 53 St & 3 Ave,Subscriber,1986,male
271,2017-04-11T08:53:24,2017-04-11T08:57:56,1 Ave & E 44 St,E 53 St & 3 Ave,Subscriber,1988,male
762,2017-04-10T07:59:47,2017-04-10T08:12:30,E 84 St & Park Ave,E 53 St & 3 Ave,Subscriber,1953,male
984,2017-08-01T08:28:07,2017-08-01T08:44:32,E 13 St & Avenue A,E 53 St & 3 Ave,Subscriber,1987,male
919,2017-07-18T07:35:45,2017-07-18T07:51:04,E 13 St & Avenue A,E 53 St & 3 Ave,Subscriber,1994,male
1062,2017-09-25T15:11:52,2017-09-25T15:29:35,Allen St & Rivington St,E 53 St & 3 Ave,Subscriber,1984,female
634,2017-11-06T06:35:21,2017-11-06T06:45:55,11 Ave & W 59 St,E 53 St & 3 Ave,Subscriber,1984,male
685,2017-11-30T16:58:33,2017-11-30T17:09:58,E 25 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1976,male
672,2017-08-18T10:23:29,2017-08-18T10:34:41,E 25 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1967,female
673,2017-08-23T07:57:12,2017-08-23T08:08:25,E 25 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1992,male
693,2018-02-05T07:43:41.852000,2018-02-05T07:55:15.586000,E 25 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1992,male
213,2017-11-21T11:49:00,2017-11-21T11:52:34,E 53 St & Madison Ave,E 53 St & 3 Ave,Subscriber,1956,male
187,2017-04-06T17:21:50,2017-04-06T17:24:57,E 53 St & Madison Ave,E 53 St & 3 Ave,Subscriber,1968,male
244,2018-03-19T13:23:40.145000,2018-03-19T13:27:44.230000,E 53 St & Madison Ave,E 53 St & 3 Ave,Subscriber,1979,male
341,2017-10-19T12:20:23,2017-10-19T12:26:05,E 53 St & Madison Ave,E 53 St & 3 Ave,Subscriber,1981,male
845,2017-11-21T07:59:13,2017-11-21T08:13:19,6 Ave & W 33 St,E 53 St & 3 Ave,Subscriber,1956,male
890,2017-12-06T23:30:02,2017-12-06T23:44:53,6 Ave & W 33 St,E 53 St & 3 Ave,Subscriber,1962,male
1259,2018-04-08T17:27:09.089000,2018-04-08T17:48:08.810000,6 Ave & W 33 St,E 53 St & 3 Ave,Customer,1969,unknown
1279,2017-09-17T01:01:23,2017-09-17T01:22:43,6 Ave & W 33 St,E 53 St & 3 Ave,Subscriber,1991,male
823,2017-07-16T10:48:43,2017-07-16T11:02:27,6 Ave & W 33 St,E 53 St & 3 Ave,Subscriber,1983,male
842,2017-06-01T19:00:56,2017-06-01T19:14:58,W 47 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1951,male
1089,2018-04-17T14:02:54.415000,2018-04-17T14:21:04.106000,W 47 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1962,male
854,2017-07-10T12:54:34,2017-07-10T13:08:49,W 47 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1989,male
445,2017-06-27T16:18:25,2017-06-27T16:25:51,W 55 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1983,female
352,2017-06-14T12:55:35,2017-06-14T13:01:28,W 55 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1990,male
581,2017-08-12T11:57:14,2017-08-12T12:06:56,W 55 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1995,female
961,2017-09-08T09:13:43,2017-09-08T09:29:45,Central Park West & W 72 St,E 53 St & 3 Ave,Subscriber,1962,male
1336,2017-08-03T18:54:15,2017-08-03T19:16:32,Central Park West & W 72 St,E 53 St & 3 Ave,Subscriber,1975,male
512,2017-08-10T05:51:22,2017-08-10T05:59:54,W 43 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1963,male
555,2017-06-07T14:23:56,2017-06-07T14:33:11,W 43 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1970,male
519,2017-07-06T08:53:57,2017-07-06T09:02:37,W 43 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1975,male
544,2018-02-23T23:41:00.514000,2018-02-23T23:50:05.086000,W 43 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1971,male
984,2018-05-01T08:55:35.430000,2018-05-01T09:11:59.731000,W 43 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1977,male
429,2017-10-17T06:35:43,2017-10-17T06:42:52,W 43 St & 6 Ave,E 53 St & 3 Ave,Subscriber,1984,female
623,2018-04-01T13:50:17.441000,2018-04-01T14:00:41.367000,E 74 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1994,female
615,2017-06-15T22:50:53,2017-06-15T23:01:09,W 42 St & 8 Ave,E 53 St & 3 Ave,Subscriber,1989,male
835,2017-08-28T22:46:17,2017-08-28T23:00:12,W 42 St & 8 Ave,E 53 St & 3 Ave,Customer,1993,male
733,2018-05-02T16:43:50.091000,2018-05-02T16:56:03.914000,5 Ave & E 29 St,E 53 St & 3 Ave,Subscriber,1983,male
215,2018-05-09T17:34:22.582000,2018-05-09T17:37:58.061000,E 47 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1900,male
